Orden;Fecha;Mesa;Atendió;Propina;Tipo de Cliente;Sucursal
2353;17/06/2014;2;Alejandro;9%;Cliente Nuevo;Chapultepec
2354;29/11/2014;8;Mauricio;20%;Cliente Nuevo;Chapultepec
2355;04/12/2014;1;Rodolfo;7%;Cliente Nuevo;La Estancia
2356;24/06/2014;16;Joel;11%;Cliente Nuevo;Chapultepec
2357;14/11/2014;11;Mauricio;20%;Cliente Nuevo;Chapultepec
2358;26/06/2014;4;Rodolfo;6%;Cliente Nuevo;La Paz
2359;28/05/2014;1;Alejandro;16%;Cliente Nuevo;Chapultepec
2360;16/06/2014;10;Valentina;15%;Cliente Nuevo;La Paz
2361;08/08/2014;5;Mariana;13%;Cliente Nuevo;Chapultepec
2362;09/08/2014;3;Omar;12%;Cliente Repetido;Chapultepec
2363;14/10/2014;2;Omar;14%;Cliente Repetido;Chapultepec
2364;16/05/2014;3;Valentina;10%;Cliente Repetido;La Paz
2365;22/11/2014;14;Mauricio;20%;Cliente Nuevo;La Paz
2366;10/07/2014;14;Rodolfo;14%;Cliente Nuevo;La Estancia
2367;21/05/2014;10;Mariana;7%;Cliente Nuevo;Chapultepec
2368;30/09/2014;4;Ernesto;17%;Cliente Nuevo;La Paz
2369;31/03/2014;2;Alejandro;6%;Cliente Nuevo;La Estancia
2370;07/11/2014;15;Mauricio;20%;Cliente Nuevo;La Paz
2371;09/05/2014;17;Mariana;5%;Cliente Nuevo;Chapultepec
2372;27/09/2014;14;Mauricio;20%;Cliente Nuevo;Chapultepec
2373;22/07/2014;1;Joel;9%;Cliente Repetido;Chapultepec
2374;19/12/2014;7;Mauricio;20%;Cliente Nuevo;La Estancia
2375;18/01/2015;11;Alejandro;17%;Cliente Nuevo;Chapultepec
2376;04/04/2014;1;Saul;16%;Cliente Nuevo;La Paz
2377;05/06/2014;11;Joel;6%;Cliente Nuevo;La Paz
2378;25/04/2014;11;Mariana;14%;Cliente Nuevo;Chapultepec
2379;14/05/2014;10;Valentina;7%;Cliente Nuevo;La Estancia
2380;14/04/2014;9;Alejandro;15%;Cliente Nuevo;Chapultepec
2381;14/04/2014;8;Mariana;17%;Cliente Repetido;Chapultepec
2382;23/12/2014;9;Valentina;7%;Cliente Repetido;La Estancia
2383;02/07/2014;2;Saul;6%;Cliente Nuevo;Chapultepec
2384;25/04/2014;13;Saul;17%;Cliente Nuevo;La Paz
2385;17/09/2014;7;Alejandro;5%;Cliente Nuevo;Chapultepec
2386;16/10/2014;8;Joel;15%;Cliente Repetido;Chapultepec
2387;24/12/2014;14;Ernesto;7%;Cliente Nuevo;La Estancia
2388;13/05/2014;11;Ernesto;15%;Cliente Repetido;Chapultepec
2389;29/06/2014;11;Joel;7%;Cliente Nuevo;Chapultepec
2390;10/09/2014;15;Joel;8%;Cliente Nuevo;La Paz
2391;19/10/2014;4;Joel;5%;Cliente Repetido;La Estancia
2392;12/09/2014;13;Mauricio;20%;Cliente Nuevo;La Paz
2393;17/06/2014;14;Saul;7%;Cliente Repetido;La Estancia
2394;12/01/2015;2;Mariana;7%;Cliente Nuevo;Chapultepec
2395;31/10/2014;13;Mauricio;20%;Cliente Nuevo;La Estancia
2396;29/05/2014;14;Omar;13%;Cliente Repetido;La Estancia
2397;19/11/2014;3;Rodolfo;15%;Cliente Nuevo;La Paz
2398;23/06/2014;5;Omar;13%;Cliente Repetido;Chapultepec
2399;01/01/2015;11;Saul;5%;Cliente Nuevo;La Paz
2400;14/11/2014;12;Mauricio;20%;Cliente Nuevo;Chapultepec
2401;19/12/2014;8;Mauricio;20%;Cliente Nuevo;La Estancia
2402;27/07/2014;11;Joel;16%;Cliente Nuevo;La Estancia
2403;19/04/2014;14;Ernesto;13%;Cliente Nuevo;La Paz
2404;19/10/2014;3;Rodolfo;15%;Cliente Nuevo;La Paz
2405;04/08/2014;8;Rodolfo;14%;Cliente Nuevo;La Paz
2406;18/01/2015;10;Ernesto;6%;Cliente Repetido;La Estancia
2407;11/08/2014;6;Saul;10%;Cliente Nuevo;Chapultepec
2408;30/05/2014;15;Alejandro;5%;Cliente Nuevo;La Estancia
2409;08/12/2014;15;Joel;8%;Cliente Nuevo;Chapultepec
2410;13/04/2014;6;Joel;9%;Cliente Nuevo;La Estancia
2411;18/12/2014;9;Valentina;7%;Cliente Nuevo;La Paz
2412;25/07/2014;7;Valentina;8%;Cliente Nuevo;La Estancia
2413;21/11/2014;7;Mauricio;20%;Cliente Nuevo;La Paz
2414;20/07/2014;4;Mariana;13%;Cliente Nuevo;La Estancia
2415;05/02/2014;2;Valentina;15%;Cliente Nuevo;La Paz
2416;26/03/2014;15;Joel;8%;Cliente Nuevo;La Estancia
2417;03/03/2014;6;Valentina;5%;Cliente Repetido;Chapultepec
2418;23/10/2014;9;Mariana;5%;Cliente Nuevo;La Paz
2419;23/06/2014;11;Omar;16%;Cliente Nuevo;La Estancia
2420;16/07/2014;14;Joel;6%;Cliente Repetido;La Estancia
2421;25/09/2014;11;Saul;7%;Cliente Repetido;Chapultepec
2422;10/12/2014;15;Omar;7%;Cliente Nuevo;La Paz
2423;15/02/2014;12;Mariana;5%;Cliente Repetido;Chapultepec
2424;15/08/2014;8;Joel;6%;Cliente Nuevo;La Paz
2425;25/10/2014;14;Mauricio;20%;Cliente Nuevo;Chapultepec
2426;09/04/2014;9;Joel;15%;Cliente Nuevo;La Estancia
2427;17/10/2014;7;Mauricio;20%;Cliente Nuevo;La Paz
2428;07/11/2014;4;Mauricio;20%;Cliente Nuevo;La Estancia
2429;05/11/2014;7;Alejandro;14%;Cliente Repetido;La Paz
2430;09/10/2014;16;Mariana;13%;Cliente Repetido;La Estancia
2431;20/09/2014;4;Mauricio;20%;Cliente Nuevo;Chapultepec
2432;15/05/2014;7;Alejandro;12%;Cliente Nuevo;Chapultepec
2433;26/05/2014;9;Valentina;17%;Cliente Nuevo;Chapultepec
2434;03/02/2014;11;Valentina;8%;Cliente Nuevo;La Estancia
2435;28/12/2014;16;Mariana;5%;Cliente Nuevo;La Estancia
2436;27/11/2014;17;Saul;15%;Cliente Nuevo;La Estancia
2437;05/09/2014;6;Mauricio;20%;Cliente Nuevo;Chapultepec
2438;14/12/2014;10;Ernesto;14%;Cliente Nuevo;La Paz
2439;25/09/2014;10;Mariana;13%;Cliente Nuevo;La Paz
2440;04/09/2014;2;Rodolfo;8%;Cliente Nuevo;La Paz
2441;18/01/2015;9;Joel;17%;Cliente Nuevo;La Estancia
2442;14/06/2014;6;Rodolfo;6%;Cliente Nuevo;La Estancia
2443;07/04/2014;8;Omar;17%;Cliente Nuevo;Chapultepec
2444;23/07/2014;15;Ernesto;15%;Cliente Nuevo;Chapultepec
2445;13/11/2014;3;Rodolfo;12%;Cliente Repetido;La Estancia
2446;27/11/2014;17;Valentina;6%;Cliente Repetido;La Paz
2447;20/12/2014;11;Mauricio;20%;Cliente Nuevo;La Paz
2448;30/01/2015;17;Mauricio;20%;Cliente Nuevo;La Paz
2449;18/12/2014;4;Alejandro;16%;Cliente Repetido;Chapultepec
2450;21/06/2014;10;Saul;12%;Cliente Nuevo;La Estancia
2451;05/09/2014;8;Mauricio;20%;Cliente Nuevo;La Estancia
2452;22/01/2015;15;Ernesto;14%;Cliente Nuevo;La Estancia
2453;31/10/2014;6;Saul;14%;Cliente Repetido;La Estancia
2454;12/07/2014;4;Ernesto;6%;Cliente Nuevo;La Estancia
2455;08/09/2014;17;Joel;11%;Cliente Nuevo;La Paz
2456;06/03/2014;4;Mariana;14%;Cliente Repetido;La Estancia
2457;19/02/2014;14;Mariana;14%;Cliente Repetido;La Estancia
2458;30/06/2014;1;Omar;7%;Cliente Repetido;Chapultepec
2459;31/05/2014;5;Saul;8%;Cliente Repetido;La Estancia
2460;09/05/2014;9;Alejandro;8%;Cliente Nuevo;La Paz
2461;22/07/2014;15;Joel;7%;Cliente Nuevo;La Paz
2462;06/04/2014;3;Valentina;14%;Cliente Nuevo;La Paz
2463;04/04/2014;2;Omar;10%;Cliente Nuevo;La Paz
2464;28/02/2014;16;Mariana;5%;Cliente Nuevo;La Paz
2465;20/08/2014;17;Omar;15%;Cliente Nuevo;Chapultepec
2466;16/10/2014;7;Mariana;10%;Cliente Nuevo;La Paz
2467;02/03/2014;3;Omar;9%;Cliente Nuevo;La Estancia
2468;26/12/2014;5;Mauricio;20%;Cliente Nuevo;Chapultepec
2469;09/11/2014;6;Ernesto;12%;Cliente Nuevo;Chapultepec
2470;19/08/2014;14;Alejandro;10%;Cliente Nuevo;La Paz
2471;17/03/2014;1;Saul;7%;Cliente Nuevo;La Paz
2472;20/04/2014;8;Joel;11%;Cliente Nuevo;La Estancia
2473;16/02/2014;10;Mariana;8%;Cliente Nuevo;La Paz
2474;03/01/2015;10;Mauricio;20%;Cliente Nuevo;Chapultepec
2475;07/03/2014;4;Rodolfo;7%;Cliente Repetido;Chapultepec
2476;04/05/2014;3;Omar;5%;Cliente Nuevo;Chapultepec
2477;14/03/2014;15;Ernesto;10%;Cliente Repetido;Chapultepec
2478;23/09/2014;17;Alejandro;9%;Cliente Nuevo;Chapultepec
2479;30/04/2014;6;Ernesto;6%;Cliente Nuevo;La Estancia
2480;22/06/2014;9;Saul;12%;Cliente Repetido;Chapultepec
2481;12/10/2014;14;Mariana;14%;Cliente Repetido;La Estancia
2482;26/07/2014;11;Joel;15%;Cliente Nuevo;Chapultepec
2483;01/01/2015;4;Saul;15%;Cliente Nuevo;La Estancia
2484;12/03/2014;9;Alejandro;6%;Cliente Nuevo;La Estancia
2485;11/07/2014;3;Joel;17%;Cliente Nuevo;La Paz
2486;26/12/2014;5;Mauricio;20%;Cliente Nuevo;La Estancia
2487;16/01/2015;11;Mauricio;20%;Cliente Nuevo;La Estancia
2488;11/09/2014;15;Valentina;12%;Cliente Nuevo;Chapultepec
2489;05/02/2014;4;Ernesto;9%;Cliente Nuevo;La Paz
2490;15/02/2014;9;Alejandro;7%;Cliente Nuevo;Chapultepec
2491;07/10/2014;11;Joel;13%;Cliente Repetido;La Estancia
2492;08/04/2014;5;Valentina;10%;Cliente Nuevo;La Estancia
2493;09/02/2014;6;Saul;6%;Cliente Nuevo;La Paz
2494;23/02/2014;9;Ernesto;16%;Cliente Nuevo;La Estancia
2495;30/09/2014;12;Omar;13%;Cliente Nuevo;Chapultepec
2496;07/03/2014;12;Ernesto;11%;Cliente Nuevo;La Estancia
2497;22/02/2014;6;Valentina;9%;Cliente Nuevo;La Paz
2498;02/07/2014;4;Omar;9%;Cliente Nuevo;La Paz
2499;20/11/2014;14;Mariana;17%;Cliente Repetido;Chapultepec
2500;17/07/2014;6;Joel;10%;Cliente Nuevo;La Paz
